codigo_produto,produto_nome,base_legal,unidade,data_atualizacao
0163,MOTO AQUÁTICA,"Portaria Interministerial MDIC/MCTI nº 12, de 24 de janeiro de 2014 e Portaria Interministerial MDIC/MCTIC nº 71, de 11 de outubro de 2017.",UNIDADE,04/05/2012 11:05
0164,VEÍCULO AQUÁTICO DE FIBRA DE VIDRO COM PROPULSÃO A TURBINA,"Portaria Interministerial MDIC/MCTI nº 12, de 24 de janeiro de 2014 e Portaria Interministerial MDIC/MCTIC nº 71, de 11 de outubro de 2017.",UNIDADE,
0166,LENTE DE VIDRO ÓPTICO,"Portaria Interministerial ME/MCTI nº 7.768, de 30 de junho de 2021",UNIDADE,08/10/2024 17:10
0167,LENTE ORGÂNICA,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 7768, 30 DE JUNHO DE 2021 - VI - LENTES ORGÂNICAS:.",UNIDADE,
0168,LENTE DE CONTATO,"Portaria Interministerial ME/MCTI nº 7.768, de 30 de junho de 2021",UNIDADE,
0169,LENTE OBJETIVA,"Portaria Interministerial MDIC/MCT n° 266, de 4 de dezembro de 2001",UNIDADE,09/02/2024 11:02
0170,FILTRO FOTOGRÁFICO SELETIVO DE CORES,"Portaria Interministerial MDIC/MCT n° 266, de 4 de dezembro de 2001",UNIDADE,08/10/2001 13:10
0171,FILTRO FOTOGRÁFICO POLARIZANTE,"Portaria Interministerial MDIC/MCT n° 266, de 4 de dezembro de 2001",UNIDADE,08/10/2001 13:10
0173,ÓCULOS DE SOL,"Portaria Interministerial MDIC/MCT nº 68, de 6 de novembro de 2000",UNIDADE,05/06/2018 17:06
0174,BINÓCULOS,"Portaria Interministerial MDIC/MCT nº 5, de 23 de fevereiro de 2000",UNIDADE,23/01/2002 13:01
0175,TELESCÓPIO,"Portaria Interministerial MDIC/MCT nº 10, de 23 de fevereiro de 2000",UNIDADE,09/02/2024 11:02
0176,LUNETA,"Portaria Interministerial MDIC/MCT nº 10, de 23 de fevereiro de 2000",UNIDADE,09/02/2024 11:02
0177,CÂMARA FOTOGRÁFICA FOCO FIXO,"Portaria Interministerial MDIC/MCT n° 266, de 4 de dezembro de 2001",UNIDADE,16/08/2024 17:08
0179,FLASH,"Portaria Interministerial MDIC/MCT n° 266, de 4 de dezembro de 2001",UNIDADE,16/08/2024 17:08
0180,TRIPÉ,"Portaria Interministerial MDIC/MCT nº 23, de 19 de abril de 2000",UNIDADE,19/05/2003 18:05
0181,LEITORA DE DOCUMENTOS MICROFILMADOS,"Portaria Interministerial MDIC/MCT nº 229, de 15 de outubro de 2001 (somente para o tipo sem capacidade de comunicação)",UNIDADE,05/04/2022 11:04
0184,CONJUNTO FOTORRECEPTOR ORGÂNICO (EXCETO FLEXÍVEL),"Portaria Interministerial ME/MCTI nº 11.982, de 5 de outubro de 2021",UNIDADE,09/02/2024 11:02
0186,CILINDRO COM LIGA FOTOSSENSÍVEL,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 11982, 5 DE OUTUBRO DE 2021 - Art. 5º CILINDRO COM LIGA FOTOSSENSÍVEL. Alterações: PI 10475/2022, PI 41/2024 e PI 98/2025",UNIDADE,
0188,MINILABORATÓRIO FOTOGRÁFICO,"Portaria Interministerial MDIC/MCT nº 178, de 9 de junho de 2005",UNIDADE,08/10/2024 17:10
0189,MONITOR DE SINAIS BIOLÓGICOS,"Portaria Interministerial MDIC/MCT nº 247, de 15 de outubro de 2001 e Portaria Interministerial MDIC/MCTI nº 398, de 18 de dezembro de 2015",UNIDADE,16/08/2024 17:08
0190,SERINGA DESCARTÁVEL DE PLÁSTICO,"DECRETO ANEXO VII N° 783, 25 DE MARÇO DE 1993",QUILOGRAMA LÍQUIDO,
0191,AGULHA PARA USO MÉDICO,"PORTARIA INTERMINISTERIAL MDIC/MCT N° 41, 3 DE FEVEREIRO DE 2009 OBS: (EXCETO PARA SUTURAS)",UNIDADE,
0192,CATETER,"Portaria Interministerial MDIC/MCT nº 04, de 13 de janeiro de 2009.",QUILOGRAMA LÍQUIDO,29/03/2019 12:03
0193,ESCALPE DESCARTÁVEL DE PLÁSTICO,"Portaria Interministerial MDIC/MCT nº 41, de 3 de fevereiro de 2009",QUILOGRAMA LÍQUIDO,17/02/2009 17:02
0194,EQUIPO DESCARTÁVEL DE PLÁSTICO,"Decreto nº 783/93, Anexo VII",QUILOGRAMA LÍQUIDO,17/04/2025 11:04
0195,TORNEIRA DE TRÊS VIAS DE PLÁSTICO,"Decreto nº 783/93, Anexo VII",UNIDADE,11/01/2005 11:01
0196,TUBO PARA COLETA A VÁCUO,"Decreto nº 783/93, Anexo VII",QUILOGRAMA LÍQUIDO,
0202,RELÓGIO DE PULSO,"DECRETO ANEXO III N° 783, 25 DE MARÇO DE 1993. Alteração: PI 253/2004",UNIDADE,13/04/2026 11:04
0203,RELÓGIO DE BOLSO,"DECRETO ANEXO III N° 783, 25 DE MARÇO DE 1993. Alteração: PI 253/2004",UNIDADE,
0204,RELÓGIO DESPERTADOR,"Decreto nº 783/93, Anexo III, alterado pela Portaria Interministerial MDIC/MCT nº 253, de 18 de outubro de 2004",UNIDADE,16/08/2024 17:08
0205,RELÓGIO PARA VEÍCULO,"Decreto nº 783/93, Anexo III, alterado pela Portaria Interministerial MDIC/MCT nº 253, de 18 de outubro de 2004",UNIDADE,30/10/2018 11:10
0206,RELÓGIO DE PAREDE,"Decreto nº 783/93, Anexo III, alterado pela Portaria Interministerial MDIC/MCT nº 253, de 18 de outubro de 2004",UNIDADE,16/08/2024 17:08
0207,INTERRUPTOR HORÁRIO,"PORTARIA INTERMINISTERIAL MDIC/MCT N° 169, 5 DE JULHO DE 2004",UNIDADE,
0208,RELÓGIO ELETRÔNICO DE PONTO,"Decreto nº 783/93, Anexo III, alterado pela Portaria Interministerial MDIC/MCT nº 253, de 18 de outubro de 2004",UNIDADE,16/08/2024 17:08
0210,CAIXA PARA RELÓGIO DE PULSO,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 1.651, de 22 de fevereiro de 2022",UNIDADE,
0213,PULSEIRA DE PLÁSTICO PARA RELÓGIO,"Decreto nº 783/93, Anexo VII",QUILOGRAMA LÍQUIDO,
0216,ASSENTO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 62, 17 DE NOVEMBRO DE 2020 - I - ESTOFADOS, SOFÁS, SOFÁS-CAMA, CAMAS, CAMAS ARTICULÁVEIS E AMERICANA; CABECEIRAS PARA CAMAS e SOMIÊ/BOX/BASE:. OBS: Somente para assento ESTOFADO",UNIDADE,
0217,CAMA,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 62, 17 DE NOVEMBRO DE 2020 - I - ESTOFADOS, SOFÁS, SOFÁS-CAMA, CAMAS, CAMAS ARTICULÁVEIS E AMERICANA; CABECEIRAS PARA CAMAS e SOMIÊ/BOX/BASE:. OBS: Novos projetos utilizar cód 1394 definida pela PI",UNIDADE,
0218,COLCHÃO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 62, 17 DE NOVEMBRO DE 2020",UNIDADE,
0219,ALMOFADA,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 62, 17 DE NOVEMBRO DE 2020 - IV - TRAVESSEIROS E ALMOFADAS.",UNIDADE,
0220,LUMINÁRIA DE EMERGÊNCIA,"Portaria Interministerial MDIC/MCT nº 181, de 9 de junho de 2005",UNIDADE,05/04/2022 11:04
0221,CIMENTO PARA CONSTRUÇÃO CIVIL,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 6482, 8 DE JUNHO DE 2021",TONELADA MÉTRICA LÍQUIDA,
0222,BRINQUEDO DE TECIDO COM ENCHIMENTO,"DECRETO ANEXO IX N° 783, 25 DE MARÇO DE 1993 - I- BRINQUEDOS DE TECIDO COM ENCHIMENTO. Alteração: PI 49/1997",UNIDADE,
0224,BRINQUEDO MECÂNICO,"DECRETO ANEXO IX N° 783, 25 DE MARÇO DE 1993 - II- BRINQUEDOS MECÂNICOS, ELETROMECÂNICOS E ELETROELETRÔNICOS. Alteração: PI 49/1997",UNIDADE,
0225,BRINQUEDO ELETROMECÂNICO,"DECRETO ANEXO IX N° 783, 25 DE MARÇO DE 1993 - II- BRINQUEDOS MECÂNICOS, ELETROMECÂNICOS E ELETROELETRÔNICOS. Alteração: PI 49/1997",UNIDADE,03/12/2025 16:12
0226,BRINQUEDO ELETROELETRÔNICO,"DECRETO ANEXO IX N° 783, 25 DE MARÇO DE 1993 - II- BRINQUEDOS MECÂNICOS, ELETROMECÂNICOS E ELETROELETRÔNICOS. Alteração: PI 49/1997",UNIDADE,
0227,BRINQUEDO INJETADO DE PLÁSTICO,"DECRETO ANEXO IX N° 783, 25 DE MARÇO DE 1993 - III- BRINQUEDOS INJETADOS DE PLÁSTICO E ZAMAK. Alteração: PI 49/1997",UNIDADE,
0228,BRINQUEDO INJETADO EM ZAMAK,"Decreto nº 783/93, Anexo IX, alterado pela Portaria Interministerial MPO/MICT/MCT nº 49, de 22 de outubro de 1997",UNIDADE,
0230,TELEJOGO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 65, 17 DE NOVEMBRO DE 2020",UNIDADE,
0236,TELEJOGO DE SALÃO ACIONADO POR FICHA/MOEDA,"Portaria Interministerial ME/MCTIC nº 65, de 17 de novembro de 2020. (Obs.: Excluídos os modelos destinados a ""Jogos de Azar"" proibidos no Decreto-Lei 3688 de 3 de outubro de 1941)",UNIDADE,16/08/2024 17:08
0238,CARTAS DE JOGAR,"DECRETO ANEXO II N° 783, 25 DE MARÇO DE 1993 - III - Cartas de jogar.",DÚZIA,
0239,BOLA DE TÊNIS,"Decreto nº 783/93, Anexo XV",UNIDADE,
0240,RAQUETE DE TÊNIS,"Decreto nº 783/93, Anexo XV",UNIDADE,
0241,BICICLETA ERGOMÉTRICA,"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 284, 2 DE SETEMBRO DE 2015 - I - BICICLETA ERGOMÉTRICA.",UNIDADE,02/03/2026 17:03
0242,ESTEIRA ROLANTE MECÂNICA,"Portaria Interministerial MDIC/MCTI n° 284, de 02 de setembro de 2015",UNIDADE,08/10/2024 17:10
0243,STEPPER,"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 284, 2 DE SETEMBRO DE 2015 - III - STEPPER OU ELÍPTICO.",UNIDADE,
0244,ESCOVA DENTAL,"Portaria Interministerial MPO/MICT/MCT nº 9, de 21 de dezembro de 1995",UNIDADE,13/08/2020 11:08
0245,PEÇAS PARA ESCOVA DENTAL,"Decreto nº 783/93, Anexo VII",QUILOGRAMA LÍQUIDO,16/06/2000 12:06
0246,LÂMINA DE DUPLO FIO,"Portaria Interministerial MPO/MICT/MCT nº 9, de 21 de dezembro de 1995",MIL UNIDADES,13/08/2020 11:08
0247,CARTUCHO DE LÂMINA PARA APARELHO DE BARBEAR,"Portaria Interministerial MPO/MICT/MCT nº 9, de 21 de dezembro de 1995",UNIDADE,28/10/2021 17:10
0248,APARELHO DE BARBEAR,"Portaria Interministerial MPO/MICT/MCT nº 9, de 21 de dezembro de 1995",MIL UNIDADES,13/04/2022 17:04
0249,LAPISEIRA,"Portaria Interministerial MPO/MICT/MCT nº 151, de 25 de agosto de 1994 e Portaria Interministerial MPO/MICT/MCT nº 9, de 21 de dezembro de 1995",MIL UNIDADES,28/09/2017 11:09
0250,BORRACHA DE REPOSIÇÃO PARA LAPISEIRA,"Portaria Interministerial MPO/MICT/MCT nº 151, de 25 de agosto de 1994 e Portaria Interministerial MPO/MICT/MCT nº 9, de 21 de dezembro de 1995",UNIDADE,
0251,CANETA ESFEROGRÁFICA,"Portaria Interministerial MPO/MICT/MCT nº 151, de 25 de agosto de 1994 e Portaria Interministerial MPO/MICT/MCT nº 9, de 21 de dezembro de 1995",MIL UNIDADES,20/05/2021 11:05
0252,MINAS DE REPOSIÇÃO,"Portaria Interministerial MPO/MICT/MCT nº 151, de 25 de agosto de 1994 e Portaria Interministerial MPO/MICT/MCT nº 9, de 21 de dezembro de 1995",UNIDADE,
0253,CARGA COM PONTA PARA CANETA ESFEROGRÁFICA,"Portaria Interministerial MPO/MICT/MCT nº 151, de 25 de agosto de 1994 e Portaria Interministerial MPO/MICT/MCT nº 9, de 21 de dezembro de 1995",MIL UNIDADES,25/06/2004 16:06
0254,ESFERA DE CARBONETO DE TUNGSTÊNIO PARA CARGA DE CANETA ESFEROGRÁFICA,"Portaria Interministerial MPO/MICT/MCT nº 151, de 25 de agosto de 1994 e Portaria Interministerial MPO/MICT/MCT nº 9, de 21 de dezembro de 1995",MIL UNIDADES,16/06/2000 12:06
0255,DEMARCADOR (MARCADOR),"Portaria Interministerial MPO/MICT/MCT nº 151, de 25 de agosto de 1994 e Portaria Interministerial MPO/MICT/MCT nº 9, de 21 de dezembro de 1995",MIL UNIDADES,23/01/2026 17:01
0256,CANETA TINTEIRO,"Portaria Interministerial MPO/MICT/MCT nº 151, de 25 de agosto de 1994 e Portaria Interministerial MPO/MICT/MCT nº 9, de 21 de dezembro de 1995",UNIDADE,28/11/2017 17:11
0257,CANETA HIDROGRÁFICA,"Portaria Interministerial MPO/MICT/MCT nº 151, de 25 de agosto de 1994 e Portaria Interministerial MPO/MICT/MCT nº 9, de 21 de dezembro de 1995",UNIDADE,20/10/2011 11:10
0258,"ISQUEIRO DE PLÁSTICO, DE BOLSO, A GÁS, NÃO RECARREGÁVEL","Portaria Interministerial MPO/MICT/MCT nº 151, de 25 de agosto de 1994",MIL UNIDADES,20/05/2026 17:05
0259,PEDRA PARA ISQUEIRO,"Portaria Interministerial MPO/MICT/MCT nº 151, de 25 de agosto de 1994 e Portaria Interministerial MPO/MICT/MCT nº 9, de 21 de dezembro de 1995",QUILOGRAMA LÍQUIDO,27/07/2018 11:07
0260,RODA DE FRICÇÃO PARA ISQUEIRO,"Portaria Interministerial MPO/MICT/MCT nº 151, de 25 de agosto de 1994 e Portaria Interministerial MPO/MICT/MCT nº 9, de 21 de dezembro de 1995",UNIDADE,
0261,MOLETA PARA ISQUEIRO,"Portaria Interministerial MPO/MICT/MCT nº 151, de 25 de agosto de 1994 e Portaria Interministerial MPO/MICT/MCT nº 9, de 21 de dezembro de 1995",MIL UNIDADES,05/07/2006 11:07
0262,FITA IMPRESSORA,"Portaria Interministerial MDIC/MCTI nº 141, de 8 de maio de 2013",METRO QUADRADO,27/07/2016 11:07
0263,FITA CORRETIVA,"Portaria Interministerial MDIC/MCTI nº 141, de 8 de maio de 2013",METRO QUADRADO,16/06/2000 12:06
0264,"CONCENTRADO, BASE E EDULCORANTE PARA BEBIDAS NÃO ALCOÓLICAS","PORTARIA INTERMINISTERIAL MPO/MICT/MCT N° 8, 25 DE FEVEREIRO DE 1998 - II - Concentrados, Bases e Edulcorantes para Bebidas não Alcoólicas.",QUILOGRAMA LÍQUIDO,
0265,EXTRATO AROMÁTICO DE VEGETAIS NATURAIS PARA BEBIDAS NÃO ALCOÓLICAS,"PORTARIA INTERMINISTERIAL MPO/MICT/MCT N° 8, 25 DE FEVEREIRO DE 1998 - I - Extratos Aromáticos Vegetais Naturais.",QUILOGRAMA LÍQUIDO,
0266,CORANTE CARAMELO PARA BEBIDAS NÃO ALCOÓLICAS,"PORTARIA INTERMINISTERIAL MPO/MICT/MCT N° 8, 25 DE FEVEREIRO DE 1998 - III - Corante Caramelo.",QUILOGRAMA LÍQUIDO,
0268,ADITIVO PARA PANIFICAÇÃO,"PORTARIA INTERMINISTERIAL MDIC/MCT N° 107, 10 DE JULHO DE 2001 OBS: Somente para fermento",QUILOGRAMA LÍQUIDO,
0269,ESTABILIZANTE PARA FABRICAÇÃO DE SORVETE,"Portaria Interministerial MDIC/MCT nº 107, de 10 de julho de 2001 (Somente para os tipos conservante/estabilizante)",QUILOGRAMA LÍQUIDO,10/01/2001 10:01
0270,REFRIGERANTE (EXCETO DE GUARANÁ),"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 35, 10 DE FEVEREIRO DE 2012",LITRO,
0271,REFRIGERANTE GUARANÁ,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 8805, 5 DE OUTUBRO DE 2022. Alterações: PI 11316/2022, PI 89/2025 e PI 101/2025",LITRO,
0272,CADEADO,"Portaria Interministerial MDIC/MCT nº 102, de10 de julho de 2001",UNIDADE,10/04/2001 12:04
0276,TRAVA ELÉTRICA DAS PORTAS DOS AUTOMÓVEIS,"Portaria Interministerial MDIC/MCT nº 27, de 7 de fevereiro de 2007",UNIDADE,16/08/2024 17:08
0277,MOTOR DE POPA,"PORTARIA INTERMINISTERIAL MIR/MICT/MCT N° 70, 2 DE MAIO DE 1994",UNIDADE,
0278,"MOTOR A EXPLOSÃO (CICLO OTTO) PARA CICLOMOTORES, MOTONETAS, MOTOCICLETAS, TRICICLOS E QUADRICICLOS","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,26/04/2023 11:04
0280,COMPRESSOR PARA CONDICIONADOR DE AR PARA VEÍCULO,"Portaria Interministerial MDIC/MCT nº 217, de 10 de outubro de 2001",UNIDADE,02/03/2026 17:03
0282,CONDICIONADOR DE AR DE JANELA OU DE PAREDE DE CORPO ÚNICO,"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 151, 1 DE DEZEMBRO DE 2025",UNIDADE,
0283,CONDICIONADOR DE AR PARA VEÍCULO AUTOMÓVEL,"Portaria Interministerial MDIC/MCT nº 103, de 10 de julho de 2001",UNIDADE,26/04/2023 11:04
0284,CONDICIONADOR DE AR PARA CAMINHÕES E UTILITÁRIOS COLETIVOS,"Portaria Interministerial MDIC/MCT nº 194, de 23 de junho de 2005",UNIDADE,26/04/2023 11:04
0285,CONDICIONADOR DE AR DE JANELA OU DE PAREDE COM MAIS DE UM CORPO,"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 156, 30 DE DEZEMBRO DE 2025 - ANEXO I",UNIDADE,06/05/2026 11:05
0288,MÁQUINA DE TRICÔ/CROCHÉ,"Portaria Interministerial MDIC/MCT nº 204, de 11 de setembro de 2001",UNIDADE,16/03/2005 11:03
0291,MÁQUINA DE COSTURA INDUSTRIAL,"Decreto nº 783/93, Anexo IV",UNIDADE,05/06/2018 17:06
0292,MÁQUINA DE COSTURA DE USO DOMÉSTICO,"Portaria Interministerial MDIC/MCT nº 239, de 15 de outubro de 2001",UNIDADE,30/08/2006 18:08
0293,CONJUNTO CABEÇOTE PARA MÁQUINA DE COSTURA,"Portaria Interministerial MDIC/MCT nº 160, de 22 de agosto de 2001 (CONJUNTO CABEÇOTE PARA MÁQUINA DE COSTURA MECÂNICA, SEM MOTOR, DE USO DOMÉSTICO)",UNIDADE,09/02/2024 11:02
0295,MÁQUINA DE ESCREVER ELETRÔNICA,"Portaria Interministerial MDIC/MCT nº 78, de 11 de junho de 2001",UNIDADE,16/08/2024 17:08
0296,MÁQUINA DE CALCULAR ELETRÔNICA DE BOLSO,"Portaria Interministerial MDIC/MCT nº 231, de 15 de outubro de 2001 (SEM MECANISMO IMPRESSOR)",UNIDADE,29/03/2019 12:03
0297,MÁQUINA DE CALCULAR ELETRÔNICA DE MESA SEM IMPRESSORA,"Portaria Interministerial MDIC/MCT nº 231, de 15 de outubro de 2001",UNIDADE,06/06/2018 11:06
0298,CALCULADORA ELETRÔNICA COM MECANISMO IMPRESSOR,"Portaria Interministerial MPO/MICT/MCT n° 35, de 7 de outubro de 1998",UNIDADE,16/08/2024 17:08
0299,MÁQUINA AUTENTICADORA,"Portaria Interministerial MDIC/MCT nº 83, de 11 de junho de 2001",UNIDADE,16/08/2024 17:08
0300,TERMINAL PONTO DE VENDA,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,09/03/2026 17:03
0301,CAIXA REGISTRADORA,"Portaria Interministerial MDIC/MCT nº 159, de 24 de abril de 2003",UNIDADE,16/08/2024 17:08
0302,TERMINAL DE AUTO-ATENDIMENTO BANCÁRIO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 5642, 12 DE MAIO DE 2021",UNIDADE,
0304,CÂMARA FOTOGRÁFICA FOCO AJUSTÁVEL,"Portaria Interministerial MDIC/MCT n° 266, de 4 de dezembro de 2001",UNIDADE,16/08/2024 17:08
0305,CÂMARA FOTOGRÁFICA COM VISOR DE REFLEXÃO,"Portaria Interministerial MDIC/MCT n° 266, de 4 de dezembro de 2001",UNIDADE,
0306,CÂMARA FOTOGRÁFICA PARA FILMES DE REVELAÇÃO E COPIAGEM INSTANTÂNEA,"Portaria Interministerial MDIC/MCT n° 266, de 4 de dezembro de 2001",UNIDADE,05/06/2018 17:06
0307,MICROCOMPUTADOR PORTÁTIL,"PORTARIA INTERMINISTERIAL SEPEC-ME/MCTIC N° 17, 26 DE JUNHO DE 2019",UNIDADE,09/03/2026 17:03
0308,MICROCOMPUTADOR (MÁQUINAS DE PROCESSAMENTO EM FORMA DE SISTEMA),"Portaria Interministerial SEPEC/ME/MCTIC nº 13, de 26 de junho de 2019, NCM 8741.41, 8741.50 e 8471.49.1, tipos 005 e 010",UNIDADE,16/08/2024 17:08
0309,UNIDADE DIGITAL DE PROCESSAMENTO DE PEQUENO PORTE MONTADA EM UM MESMO CORPO OU GABINETE - (UCP),"PORTARIA INTERMINISTERIAL SEPEC-ME/MCTIC N° 13, 26 DE JUNHO DE 2019",UNIDADE,
0310,IMPRESSORA DE IMPACTO,"Portaria Interministerial MDIC/MCTI nº 334, de 16 de outubro de 2013 (Para impressora matricial de impacto)",UNIDADE,16/08/2024 17:08
0311,IMPRESSORA A JATO DE TINTA,"Portaria Interministerial SEPEC/ME/SEXEC/MCTIC nº 48, de 9 de outubro de 2019 e Portaria Interministerial SEPEC/ME/SEXEC/MCTIC nº 9, de 20 de fevereiro de 2020",UNIDADE,05/04/2022 11:04
0312,IMPRESSORA DE TRANSFERÊNCIA TÉRMICA,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTIC N° 48, 9 DE OUTUBRO DE 2019 - TIPO A. Alteração: PI 9/2020",UNIDADE,06/05/2026 11:05
0313,IMPRESSORA A LASER,"Portaria Interministerial SEPEC/ME/SEXEC/MCTIC nº 48, de 9 de outubro de 2019 e Portaria Interministerial SEPEC/ME/SEXEC/MCTIC nº 9, de 20 de fevereiro de 2020",UNIDADE,16/08/2024 17:08
0314,TRAÇADOR GRÁFICO (PLOTTER),"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0315,TECLADO (USO EM INFORMÁTICA),"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0316,INDICADOR E APONTADOR (USO EM INFORMÁTICA),"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0317,TERMINAL DE VÍDEO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0318,MESA DIGITALIZADORA,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0319,MONITOR DE VÍDEO COM TELA DE CINESCÓPIO (USO EM INFORMÁTICA),"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0320,MONITOR DE VÍDEO COM TELA DE CRISTAL LÍQUIDO (USO EM INFORMÁTICA),"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,08/05/2026 11:05
0321,UNIDADE ACIONADORA DE DISCO MAGNÉTICO FLEXÍVEL,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0322,UNIDADE ACIONADORA DE DISCO MAGNÉTICO RÍGIDO (ATÉ 1GBYTE POR HDA),"Portaria Interministerial MDIC/MCTI nº 383, de 30 de dezembro de 2013",UNIDADE,06/06/2018 11:06
0323,UNIDADE ACIONADORA DE DISCO MAGNÉTICO RÍGIDO (ACIMA DE 1GBYTE POR HDA),"Portaria Interministerial MDIC/MCTI nº 383, de 30 de dezembro de 2013",UNIDADE,16/08/2024 17:08
0324,UNIDADE ACIONADORA DE DISCO ÓPTICO TIPO CD-ROM,"Portaria Interministerial MDIC/MCT n° 157, de 24 de abril de 2003",UNIDADE,06/06/2018 11:06
0325,UNIDADE ACIONADORA DE DISCO ÓPTICO TIPO DVD,"Portaria Interministerial MDIC/MCT n° 157, de 24 de abril de 2003",UNIDADE,
0326,UNIDADE ACIONADORA DE FITA MAGNÉTICA,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0327,UNIDADE DE CONTROLE DE PERIFÉRICO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0328,UNIDADE DIGITAL DE PROCESSAMENTO DE MÉDIO PORTE,"Portaria Interministerial MIR/MICT/MCT nº 45, de 8 de abril de 1994 (vide produto padrão 2077)",UNIDADE,16/08/2024 17:08
0329,UNIDADE DIGITAL DE PROCESSAMENTO DE GRANDE PORTE,"Portaria Interministerial MIR/MICT/MCT nº 44, de 8 de abril de 1994 - Vide produto padrão 2077",UNIDADE,06/06/2018 11:06
0332,TERMINAL DE CAIXA BANCÁRIO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
