codigo_produto,produto_nome,base_legal,unidade,data_atualizacao
0501,MOTOCOMPRESSOR HERMÉTICO COM CAPACIDADE DE ATÉ 18.200 BTU/HORA PARA CONDICIONADORES DE AR DO TIPO SPLIT SYSTEM E CONDICIONADORES DE AR DE JANELA OU DE PAREDE DE CORPO ÚNICO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 4244, 14 DE ABRIL DE 2021",UNIDADE,
0512,"TANQUE DE COMBUSTÍVEL PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0513,TANQUE DE COMBUSTÍVEL PARA VEÍCULO (EXCETO DE DUAS RODAS E ASSEMELHADOS),"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 1.651, de 22 de fevereiro de 2022",UNIDADE,
0514,TANQUE DE COMBUSTÍVEL (EXCETO PARA VEÍCULOS),"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 1.651, de 22 de fevereiro de 2022 - para os metálicos Anexo VII, Decreto n.º 783/93, de 25/3/1993, para os de matéria plástica.",UNIDADE,17/04/2025 11:04
0515,"ALIMENTO A BASE DE CEREAIS, OBTIDOS POR EXPANSÃO","PORTARIA INTERMINISTERIAL MPO/MICT/MCT N° 37, 24 DE NOVEMBRO DE 1998",QUILOGRAMA LÍQUIDO,
0526,VENTILADOR COM MOTOR ELÉTRICO ATÉ 250 WATTS,"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 119, 7 DE JULHO DE 2025",UNIDADE,
0530,MÓDULO FOTOVOLTAICO DE ENERGIA,"Portaria Interministerial ME/MCTI nº 3.808, de 31 de março de 2021.",UNIDADE,
0531,CÉLULA FOTOVOLTAICA DE GERAÇÃO DE ENERGIA,"Portaria Interministerial ME/MCTI nº 3.808, de 31 de março de 2021.",UNIDADE,
0532,AMÁLGAMA ODONTOLÓGICA,"PORTARIA INTERMINISTERIAL N° 106, 1 DE ABRIL DE 2025 - III - Amálgamas e ligas de metais preciosos para uso odontológico.",QUILOGRAMA LÍQUIDO,
0538,MANTEIGA,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022",QUILOGRAMA LÍQUIDO,
0539,QUEIJO (DE MATÉRIA-PRIMA DA REGIÃO AMAZÔNICA),"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022",QUILOGRAMA LÍQUIDO,
0541,PRESERVATIVO,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022",UNIDADE,
0546,MÁQUINA EXPOSITORA DE VENDA (VITRINA),"Portaria Interministerial MDIC/MCT nº 200, de 11 de setembro de 2001 - máquina expositora com refrigeração (vitrina)",UNIDADE,
0547,NITRATO DE PRATA,"PORT. INTER. N° 106, 1 DE ABRIL DE 2025 - II - Produtos químicos de metais preciosos e outros para galvanoplastia, tratamentos superficiais, tratamento de água potável, tratamento de efluentes industriais e tratamento de esgoto séptico e outras aplicações",QUILOGRAMA LÍQUIDO,
0548,DISSIPADOR DE CALOR,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 1.651, de 22 de fevereiro de 2022",UNIDADE,18/09/2006 17:09
0550,MOTOR ESTACIONÁRIO,"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 153, 8 DE DEZEMBRO DE 2025",UNIDADE,30/04/2026 18:04
0551,LÂMPADA ELETRÔNICA FLUORESCENTE COMPACTA,"Portaria Interministerial MDIC/MCT nº 223, de 29 de novembro de 2006",UNIDADE,16/08/2024 17:08
0553,CIANETO DE PRATA,"PORT. INTER. N° 106, 1 DE ABRIL DE 2025 - II - Produtos químicos de metais preciosos e outros para galvanoplastia, tratamentos superficiais, tratamento de água potável, tratamento de efluentes industriais e tratamento de esgoto séptico e outras aplicações",QUILOGRAMA LÍQUIDO,
0554,ÓLEO ESSENCIAL DE PAU-ROSA,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022",QUILOGRAMA LÍQUIDO,
0555,OSCILOSCÓPIO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0560,PREPARAÇÕES PARA CABELO,"DECRETO ANEXO X N° 783, 25 DE MARÇO DE 1993 - V- Creme de beleza, creme e loções tônicas, preparados anti-solares e bronzeadores, preparações para os cabelos, dentifrícios, preparações para barbear, desodorantes e antiperspirantes, esmalte para unhas e p",LITRO,
0561,CONDICIONADOR DE CABELOS,"DECRETO ANEXO X N° 783, 25 DE MARÇO DE 1993 - V- Creme de beleza, creme e loções tônicas, preparados anti-solares e bronzeadores, preparações para os cabelos, dentifrícios, preparações para barbear, desodorantes e antiperspirantes, esmalte para unhas e p",LITRO,
0562,PRODUTOS DE MAQUILAGEM PARA OS OLHOS,"Decreto nº 783/93, Anexo X e Portaria Interministerial MDIC/MCT nº 842, de 27 de dezembro de 2007.",QUILOGRAMA LÍQUIDO,
0563,SABONETE,"PORTARIA INTERMINISTERIAL MDIC/MCT N° 106, 5 DE MAIO DE 2011 - IV - SABÕES E SABONETES:.",QUILOGRAMA LÍQUIDO,
0565,DESODORANTES CORPORAIS E ANTIPERSPIRANTES,"Decreto nº 783/93, Anexo X e Portaria Interministerial MDIC/MCT nº 842, de 27 de dezembro de 2007.",LITRO,
0567,BRONZEADOR,"DECRETO ANEXO X N° 783, 25 DE MARÇO DE 1993 - V- Creme de beleza, creme e loções tônicas, preparados anti-solares e bronzeadores, preparações para os cabelos, dentifrícios, preparações para barbear, desodorantes e antiperspirantes, esmalte para unhas e p",LITRO,
0568,TALCO,"Decreto nº 783/93, Anexo X e Portaria Interministerial MDIC/MCT nº 842, de 27 de dezembro de 2007.",QUILOGRAMA LÍQUIDO,
0570,ENXAGUATÓRIO BUCAL,"Decreto nº 783/93, Anexo X e Portaria Interministerial MDIC/MCT nº 842, de 27 de dezembro de 2007.",LITRO,
0571,PRODUTOS DE MAQUILAGEM PARA OS LÁBIOS,"Decreto nº 783/93, Anexo X e Portaria Interministerial MDIC/MCT nº 842, de 27 de dezembro de 2007. Obs. O PPB permite apenas batom",QUILOGRAMA LÍQUIDO,
0572,PÓ COMPACTO E BLUSH EM PÓ,"Decreto nº 783/93, Anexo X e Portaria Interministerial MDIC/MCT nº 842, de 27 de dezembro de 2007.",QUILOGRAMA LÍQUIDO,
0574,OXIGÊNIO,"PORTARIA INTERMINISTERIAL MDIC/MCT N° 42, 7 DE JULHO DE 2000",METRO CÚBICO,
0575,PALMITO INDUSTRIALIZADO,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022",QUILOGRAMA LÍQUIDO,
0576,PRÉ-FORMA - PET PARA RECIPIENTE,"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 187, 28 DE MAIO DE 2015",QUILOGRAMA LÍQUIDO,
0579,ROLHA METÁLICA,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 1.651, de 22 de fevereiro de 2022",UNIDADE,
0580,EMBALAGENS DE PAPEL (EXCETO CAIXAS),"PORTARIA INTERMINISTERIAL MDIC/MCT N° 19, 9 DE FEVEREIRO DE 2010 OBS: Resolução nº 2/99, para os produtos aprovados pela Portaria nº 251/96 e enquadrados no Decreto nº 2.891/98",QUILOGRAMA LÍQUIDO,
0581,COLETE SALVA-VIDAS,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 45, 9 DE OUTUBRO DE 2019",UNIDADE,
0583,"TELHA DE CIMENTO, DE CONCRETO OU DE CERÂMICA","Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022",UNIDADE,
0584,TIJOLO,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022",UNIDADE,
0589,CONTROLE REMOTO PARA APARELHOS ELÉTRICOS E ELETRÔNICOS,"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 4, 8 DE MAIO DE 2023. Alteração: PI 122/2025",UNIDADE,06/05/2026 11:05
0590,CAFÉ,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022",QUILOGRAMA LÍQUIDO,
0591,"CASCAS, PELÍCULAS E SUCEDÂNEOS DE CAFÉ","Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022",QUILOGRAMA LÍQUIDO,
0602,ÁGUA DE COLÔNIA,"Decreto nº 783/93, Anexo X e Portaria Interministerial MDIC/MCT nº 842, de 27 de dezembro de 2007.",LITRO,
0603,ÁLCOOL NEUTRO,"Art. 6° do Decreto Lei n.º 1.435, de 16 de dezembro de 1975. (PPB segundo Relatório de Análise nº 036/96-SAP/DEPRO/DIPI, para projetos aprovados até 06/12/1996 e comercialização restrita à Zona Franca de Manaus).",LITRO,
0607,SINTONIZADOR (BLOCO DE SINTONIA),"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,22/04/2004 18:04
0608,AUROCIANETO DE POTÁSSIO,"PORT. INTER. N° 106, 1 DE ABRIL DE 2025 - II - Produtos químicos de metais preciosos e outros para galvanoplastia, tratamentos superficiais, tratamento de água potável, tratamento de efluentes industriais e tratamento de esgoto séptico e outras aplicações",QUILOGRAMA LÍQUIDO,
0609,FITA MAGNÉTICA PARA COMPUTADOR GRAVADA,"Portaria Interministerial ME/MCTI nº 6.489, de 8 de junho de 2021.",UNIDADE,
0610,FITA MAGNÉTICA PARA VÍDEO EM CASSETE NÃO GRAVADA,"Portaria Interministerial ME/MCTI nº 6.489, de 8 de junho de 2021.",UNIDADE,23/05/2022 11:05
0611,FITA MAGNÉTICA PARA ÁUDIO EM CASSETE NÃO GRAVADA,"Portaria Interministerial ME/MCTI nº 6.489, de 8 de junho de 2021.",UNIDADE,06/06/2018 11:06
0612,CAIXA PARA RELÓGIO DE PULSO,"Decreto nº 783/93, Anexo VII",QUILOGRAMA LÍQUIDO,
0613,"FUNDO DE CAIXA DE RELÓGIO DE PULSO, DE PLÁSTICO","Decreto nº 783/93, Anexo VII",QUILOGRAMA LÍQUIDO,
0614,CLORETO DE RHÓDIO EM PÓ,"Portaria Interministerial MDIC/MCTI nº 112, de 17 de maio de 2012 e Portaria Interministerial MDIC/MCTI N° 39, 4 de março de 2015",QUILOGRAMA LÍQUIDO,16/06/2000 12:06
0615,CLORETO DE PALÁDIO,"PORT. INTER. N° 106, 1 DE ABRIL DE 2025 - II - Produtos químicos de metais preciosos e outros para galvanoplastia, tratamentos superficiais, tratamento de água potável, tratamento de efluentes industriais e tratamento de esgoto séptico e outras aplicações",QUILOGRAMA,
0621,ÂNODO DE PRATA PURA,"PORTARIA INTERMINISTERIAL N° 106, 1 DE ABRIL DE 2025 - I - Produtos metalúrgicos de metais preciosos.",QUILOGRAMA LÍQUIDO,
0626,ÂNODO DE OURO,"Portaria Interministerial MDIC/MCTI nº 112, de 17 de maio de 2012 e Portaria Interministerial MDIC/MCTI N° 39, 4 de março de 2015",QUILOGRAMA LÍQUIDO,
0627,ÂNODO DE TITÂNIO PLATINADO,"PORTARIA INTERMINISTERIAL N° 106, 1 DE ABRIL DE 2025 - I - Produtos metalúrgicos de metais preciosos.",QUILOGRAMA LÍQUIDO,
0628,ESPELHO RETROVISOR PARA VEÍCULO DE DUAS RODAS,"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,13/06/2024 17:06
0629,LIGAS DE ALUMÍNIO,"PORTARIA INTERMINISTERIAL MDIC/MCTIC N° 14, 8 DE FEVEREIRO DE 2017",QUILOGRAMA LÍQUIDO,09/06/2025 11:06
0630,LIGAS DE ZINCO,"Portaria Interministerial MDIC/MCTIC nº 14, de 8 de fevereiro de 2017.",QUILOGRAMA LÍQUIDO,
0631,ESTANHO NÃO LIGADO,"Portaria Interministerial MDIC/MCTIC nº 14, de 8 de fevereiro de 2017.",QUILOGRAMA LÍQUIDO,
0632,LIGAS DE ESTANHO,"Portaria Interministerial MDIC/MCTIC nº 14, de 8 de fevereiro de 2017.",QUILOGRAMA LÍQUIDO,30/08/2006 18:08
0633,ANTIMÔNIO EM BRUTO,"Portaria Interministerial MDIC/MCTIC nº 14, de 8 de fevereiro de 2017.",QUILOGRAMA LÍQUIDO,16/06/2000 12:06
0634,"BRAÇO DO FREIO DIANTEIRO PARA VEÍCULO DE DUAS RODAS, TRICICLO E QUADRICICLO (EXCETO BICICLETA)","PORTARIA INTERMINISTERIAL MDIC/MCTI N° 75, 26 DE SETEMBRO DE 2024",UNIDADE,
0636,BATERIA PARA TELEFONE CELULAR,"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 71, 29 DE FEVEREIRO DE 2012",UNIDADE,
0637,TELEVISOR EM CORES CONJUGADO COM VIDEOCASSETE,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,16/08/2024 17:08
0639,APARELHO TELEFÔNICO POR FIO COMBINADO COM UM APARELHO TELEFÔNICO PORTÁTIL SEM FIO OPERANDO EM FREQÜÊNCIA INFERIOR A 900 MHZ,"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 73, 16 DE AGOSTO DE 2024",UNIDADE,
0640,MICROFONE SEM FIO,"PORTARIA INTERMINISTERIAL MPO/MICT/MCT N° 10, 12 DE DEZEMBRO DE 1996",UNIDADE,21/11/2024 13:11
0642,RELÓGIO DE MESA,"Decreto nº 783/93, Anexo III, alterado pela Portaria Interministerial MDIC/MCT nº 253, de 18 de outubro de 2004",UNIDADE,16/08/2024 17:08
0643,CRONÔMETRO (CONTADOR DE TEMPO),"DECRETO ANEXO III N° 783, 25 DE MARÇO DE 1993. Alteração: PI 253/2004",UNIDADE,
0652,ESTRUTURA FLUTUANTE - SISTEMA DE VIVEIRO DE PISCICULTURA,"Portaria Interministerial MDIC/MCTI nº 168, de 20 de junho de 2014",UNIDADE,
0653,CONCENTRADO PARA BEBIDAS NÃO ALCOÓLICAS,"PORTARIA INTERMINISTERIAL MPO/MICT/MCT N° 8, 25 DE FEVEREIRO DE 1998 - II - Concentrados, Bases e Edulcorantes para Bebidas não Alcoólicas.",QUILOGRAMA LÍQUIDO,
0654,BASE PARA BEBIDAS NÃO ALCOÓLICAS,"Portaria Interministerial MPO/MICT/MCT nº 8, de 25 de fevereiro de 1998",QUILOGRAMA LÍQUIDO,08/10/2024 17:10
0655,EDULCORANTE PARA BEBIDAS NÃO ALCOÓLICAS,"Portaria Interministerial MPO/MICT/MCT nº 8, de 25 de fevereiro de 1998",QUILOGRAMA LÍQUIDO,08/10/2024 17:10
0656,GRAVADOR/REPRODUTOR DE DISCOS ÓPTICO-MAGNÉTICOS DE ÁUDIO PORTÁTIL,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,
0657,RÁDIO COM GRAVADOR/REPRODUTOR DE DISCOS ÓPTICO-MAGNÉTICOS DE ÁUDIO PORTÁTIL,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,
0659,MOLDE PARA MODELAGEM DE MATÉRIAS PLÁSTICAS OU DE BORRACHA POR INJEÇÃO,"Portaria Interministerial SEPEC/ME/SEXEC/MCTIC nº 16, de 25 de março de 2020",UNIDADE,
0660,MOLDE PARA MODELAGEM DE MATÉRIAS PLÁSTICAS OU DE BORRACHAS POR COMPRESSÃO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 16, 25 DE MARÇO DE 2020",UNIDADE,
0661,MOLDE PARA MODELAGEM DE METAIS OU CARBONETOS METÁLICOS POR INJEÇÃO,"Portaria Interministerial SEPEC/ME/SEXEC/MCTIC nº 16, de 25 de março de 2020",UNIDADE,
0662,MOLDE PARA MODELAGEM DE METAIS OU CARBONETOS METÁLICOS POR COMPRESSÃO,"Portaria Interministerial SEPEC/ME/SEXEC/MCTIC nº 16, de 25 de março de 2020",UNIDADE,27/05/2019 11:05
0665,ARTIGO DE POLIESTIRENO EXPANSÍVEL,"DECRETO ANEXO VII N° 783, 25 DE MARÇO DE 1993",QUILOGRAMA LÍQUIDO,21/11/2024 13:11
0667,AMPLIFICADOR DE SINAIS DE MICRO-ONDAS DE BAIXO RUÍDO (LNA) PARA BANDA C,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,
0668,AMPLIFICADOR DE SINAIS DE MICRO-ONDAS DE BAIXO RUÍDO (LNB) PARA BANDA C,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,29/03/2019 12:03
0669,AMPLIFICADOR DE SINAIS DE MICRO-ONDAS DE BAIXO RUÍDO (LNB) PARA BANDA KU,"Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,16/08/2024 17:08
0670,CARTUCHO DE TINTA SEM CABEÇA DE IMPRESSÃO INCORPORADA PARA IMPRESSORAS A JATO DE TINTA,"Portaria Interministerial SEPEC/ME/MCTIC nº 29, de 26 de junho de 2019",UNIDADE,29/03/2019 12:03
0674,"CHAPA, FOLHA, TIRA, FITA, PELÍCULA DE PLÁSTICO (EXCETO A DE POLIESTIRENO EXPANSÍVEL E A AUTO-ADESIVA)","Decreto nº 783/93, Anexo VII. OBS: O ""FILME DE BOPP"" NÃO ESTÁ ALBERGADO POR ESTE PRODUTO, mas pelo produto padrão 2080.",QUILOGRAMA LÍQUIDO,05/03/2026 11:03
0678,COMPOSTO TERMOPLÁSTICO EXTRUDADO DE POLICLORETO DE VINILA (PVC) (APRESENTADA NA FORMA DE PÓ),"Decreto nº 783/93, Anexo VII.",QUILOGRAMA LÍQUIDO,01/06/2005 11:06
0679,COMPOSTO DE BORRACHA EM GRÂNULOS OU MANTAS,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 14.649, de 17 de novembro de 2021",QUILOGRAMA LÍQUIDO,01/06/2005 11:06
0681,ESTRUTURA FLUTUANTE - BALSA PARA TRANSPORTE,"Portaria Interministerial MDIC/MCTI nº 168, de 20 de junho de 2014 Obs: Somente embarcacões em aco.",UNIDADE,04/03/2026 11:03
0682,EMBARCAÇÃO PARA TRANSPORTE DE MERCADORIAS,"Portaria Interministerial MDIC/MCTI nº 168, de 20 de junho de 2014 Obs: Somente embarcações de aço.",UNIDADE,
0683,EMBARCAÇÃO PARA TRANSPORTE DE PESSOAS E MERCADORIAS,"Portaria Interministerial MDIC/MCTI nº 168, de 20 de junho de 2014 Obs: Somente embarcacões em aco.",UNIDADE,06/12/2018 11:12
0688,LUMINÁRIA,"Portaria Interministerial MDIC/MCT nº 138, de 8 de abril de 2004.",UNIDADE,
0689,CASSETE (GABINETE) PARA FITA MAGNÉTICA PARA ÁUDIO (C-O),"Decreto 783/93, Anexo VII",QUILOGRAMA LÍQUIDO,17/04/2025 11:04
0690,CASSETE (GABINETE) PARA FITA MAGNÉTICA PARA VÍDEO (V-O),"Decreto 783/93, Anexo VII",QUILOGRAMA LÍQUIDO,29/03/2019 12:03
0692,CAVIDADE PARA FORNO DE MICROONDAS,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 1.651, de 22 de fevereiro de 2022",UNIDADE,15/12/2023 11:12
0693,MÓDULO DE CONTROLE DA TRAVA ELÉTRICA DAS PORTAS DOS AUTOMÓVEIS,"Portaria Interministerial MDIC/MCT nº 27, de 7 de fevereiro de 2007",UNIDADE,06/06/2018 11:06
0694,"PAPEL OU CARTÃO, ONDULADOS (CANELADOS)","Portaria Interministerial MDIC/MCT nº 245, de 20 de dezembro de 2006. (exclusivo para PAPELÃO ONDULADO, em chapa ou rolo)",QUILOGRAMA LÍQUIDO,
0695,CILINDRO DIFUSOR DE AR PARA MÁQUINA DE SOLDA,"Portaria Interministerial MDIC/MCT nº 553, de 28 de junho de 2000",UNIDADE,16/06/2000 12:06
0696,"CONDICIONADOR DE AR CENTRAL DE ÁGUA GELADA (""CHILED"")","Portaria Interministerial MDIC/MCT nº 42, de 16 de janeiro de 2004",UNIDADE,
0697,"CONDICIONADOR DE AR CENTRAL ""SELF CONTAINED""","Portaria Interministerial MDIC/MCT nº 202, de 11 de setembro de 2001",UNIDADE,06/06/2018 11:06
0699,DIGITALIZADOR DE IMAGEM SCANNER,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,29/09/2025 11:09
0700,REBOCADOR DE EMBARCAÇÕES,"Portaria Interministerial MDIC/MCTI nº 168, de 20 de junho de 2014 Somente embarcações em aço.",UNIDADE,08/07/2025 17:07
0701,BARCO PARA EMPURRAR OUTRAS EMBARCAÇÕES,"Portaria Interministerial MDIC/MCTI nº 168, de 20 de junho de 2014 Somente embarcacões em aco.",UNIDADE,17/03/2026 11:03
0702,DISPOSITIVO DE IMPRESSÃO DE FONTES PARA MÁQUINA DE ESCREVER,"Decreto 783/93, Anexo VII",QUILOGRAMA LÍQUIDO,
0703,ESQUADRIA DE ALUMÍNIO,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 1.651, de 22 de fevereiro de 2022",QUILOGRAMA LÍQUIDO,26/07/2022 14:07
0704,ESTRUTURA DE ALUMÍNIO PARA CONSTRUÇÃO CIVIL,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 1.651, de 22 de fevereiro de 2022",QUILOGRAMA LÍQUIDO,26/12/2024 11:12
0705,ESTRUTURA DE FERRO AÇO PARA CONSTRUÇÃO CIVIL,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 1.651, de 22 de fevereiro de 2022",QUILOGRAMA LÍQUIDO,10/04/2026 17:04
0706,ETIQUETA DE PAPEL OU CARTÃO,"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 42, 14 DE FEVEREIRO DE 2013",QUILOGRAMA LÍQUIDO,21/11/2024 13:11
0707,FARELO DE TRIGO,"Portaria Interministerial MDIC/MCT nº 39, de 13 de junho de 2000",QUILOGRAMA LÍQUIDO,12/12/2008 18:12
0708,MANUAL TÉCNICO IMPRESSO,"Portaria Interministerial MDIC/MCTI nº 42, de 14 de fevereiro de 2013 e Portaria Interministerial MDIC/MCTIC n° 40, 3 de agosto de 2018",QUILOGRAMA LÍQUIDO,19/07/2024 17:07
0709,IMPRESSO PUBLICITÁRIO E CATÁLOGO COMERCIAL,"Portaria Interministerial MDIC/MCTI nº 42, de 14 de fevereiro de 2013 e Portaria Interministerial MDIC/MCTIC n° 40, 3 de agosto de 2018",QUILOGRAMA LÍQUIDO,04/09/2018 17:09
0710,INVERSOR SOLAR FOTOVOTAÍCO,"PORTARIA INTERMINISTERIAL MDIC/MCTI Nº 64, DE 28 DE MAIO DE 2024 OBS: Solução de Consulta nº 98.174 - Cosit (NCM)",UNIDADE,23/09/2025 17:09
0711,IOGURTE DE FRUTAS REGIONAIS,"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 8.805, de 5 de outubro de 2022 e Portaria Interministerial SEPEC/ME/MCTI nº 11.316, de 30 de dezembro de 2022.",QUILOGRAMA LÍQUIDO,
0713,TELEJOGO PORTÁTIL,"Portaria Interministerial ME/MCTIC nº 65, de 17 de novembro de 2020.",UNIDADE,16/08/2024 17:08
0714,LIVRO,"Portaria Interministerial MDIC/MCTI nº 42, de 14 de fevereiro de 2013 e Portaria Interministerial MDIC/MCTIC n° 40, 3 de agosto de 2018 (Nota: Alterada, em 7/08/07, a unidade de medida de unidade para quilograma por forca da PI)",QUILOGRAMA,
0715,TECIDO DE MALHA DE ALGODÃO,"Portaria Interministerial MDIC/MCT nº 32, de 24 de maio de 2000",QUILOGRAMA LÍQUIDO,16/06/2000 12:06
0716,MARCO TOPOGRÁFICO,"Portaria Interministerial MDIC/MCT nº 70, de 6 de novembro de 2000",QUILOGRAMA LÍQUIDO,
0717,MECANISMO DE IMPRESSÃO PARA IMPRESSORA DE IMPACTO,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0718,MECANISMO DE IMPRESSÃO PARA IMPRESSORA A JATO DE TINTA,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0719,MECANISMO DE IMPRESSÃO PARA IMPRESSORA DE TRANSFERÊNCIA TÉRMICA,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0720,MECANISMO DE IMPRESSÃO PARA IMPRESSORA A LASER,"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0722,MECANISMO DO DISPENSADOR AUTOMÁTICO DE CÉDULAS (PAPEL-MOEDA),"PORTARIA INTERMINISTERIAL SEPEC/ME/SEXEC/MCTI N° 58, 9 DE OUTUBRO DE 2020. Alterações: PI 8872/2021, PI 1167/2022, PI 8646/2022, PI 30/2023, PI 60/2024, PI 70/2024 e PI 105/2025",UNIDADE,
0724,"AMPLIFICADOR DE ÁUDIO EM 3D - ""HOME THEATER""","Portaria Interministerial MDIC/MCTI nº 4, de 8 de maio de 2023",UNIDADE,09/05/2025 11:05
0725,MÓVEIS DE PLÁSTICO,"Decreto nº 783/93, Anexo VII",QUILOGRAMA LÍQUIDO,19/10/2021 17:10
0727,REBOQUE PARA TRANSPORTE DE MERCADORIA,"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 170, 16 DE ABRIL DE 2026",UNIDADE,18/07/2019 11:07
0728,SEMI-REBOQUE PARA TRANSPORTE DE MERCADORIA,"PORTARIA INTERMINISTERIAL MDIC/MCTI N° 170, 16 DE ABRIL DE 2026",UNIDADE,02/01/2025 17:01
0730,PARTES PARA REBOQUE E SEMI-REBOQUE (EXCETO CHASSIS),"Portaria Interministerial SEPEC/ME/SEXEC/MCTI nº 1.651, de 22 de fevereiro de 2022",UNIDADE,16/06/2011 17:06
